request,product,quantity,client,cluster,duedate,refuse cost,delay cost
116,1,262,9,3,45,5.58,2.79
117,1,189,9,3,158,2.16,1.08
118,0,3,10,4,213,3.84,1.92
119,0,2,10,4,58,3.66,1.83
120,0,2,10,4,229,4.52,2.26
121,0,1,10,4,159,2.5,1.25
122,0,2,10,4,235,3.7,1.85
123,1,158,10,4,186,2.58,1.29
124,1,136,10,4,230,3.84,1.92
125,1,271,10,4,-56,4.44,2.22
126,1,190,10,4,169,5.6,2.8
127,1,173,10,4,193,4.58,2.29
128,1,147,10,4,123,3.7,1.85
129,1,198,10,4,34,5.22,2.61
130,1,184,10,4,227,3.3,1.65
131,1,202,10,4,32,4.44,2.22
132,1,332,10,4,47,3.28,1.64
133,1,302,10,4,225,3.1,1.55
134,1,278,10,4,155,3.82,1.91
135,0,3,11,2,240,5.24,2.62
136,0,5,11,2,69,4.34,2.17
137,0,10,11,2,34,3.66,1.83
138,0,8,11,2,52,2.1,1.05
139,0,1,11,2,130,2.16,1.08
140,0,1,11,2,43,4.02,2.01
141,0,4,11,2,164,4.12,2.06
142,0,1,11,2,-6,3.46,1.73
143,0,3,11,2,-2,3.14,1.57
144,0,7,11,2,200,3.46,1.73
145,1,175,11,2,84,3.38,1.69
146,1,190,11,2,234,4.3,2.15
147,1,334,11,2,117,4.86,2.43
148,1,157,11,2,151,4.26,2.13
149,1,181,11,2,60,4.24,2.12
150,0,1,12,4,88,3.14,1.57
151,0,3,12,4,134,3.66,1.83
152,0,7,12,4,227,4.9,2.45
153,0,11,12,4,62,4.76,2.38
154,0,5,12,4,96,2.54,1.27
155,0,1,12,4,225,2.72,1.36
156,0,4,12,4,125,5.2,2.6
157,1,361,12,4,183,3.48,1.74
158,1,220,12,4,98,1.38,0.69
159,0,4,13,2,235,2.46,1.23
160,0,2,13,2,114,3.88,1.94
161,0,4,13,2,87,5.06,2.53
162,0,1,13,2,92,3.18,1.59
163,0,2,13,2,156,3.12,1.56
164,0,4,13,2,123,1.66,0.83
165,0,1,13,2,136,3.02,1.51
166,0,3,13,2,227,3.56,1.78
167,1,206,13,2,128,4.14,2.07
168,1,240,13,2,-5,3.6,1.8
169,1,213,13,2,134,2.74,1.37
170,0,1,14,1,120,4.14,2.07
171,0,6,14,1,179,4.94,2.47
172,0,5,14,1,104,3.8,1.9
173,1,186,14,1,157,4.14,2.07
174,1,236,14,1,58,4.46,2.23
175,1,348,14,1,39,4.22,2.11
176,0,6,15,4,125,4.28,2.14
177,0,4,15,4,14,3.9,1.95
178,0,8,15,4,172,5.22,2.61
179,0,1,15,4,77,3.44,1.72
180,0,3,15,4,169,4.44,2.22
181,0,1,15,4,209,4.18,2.09
182,0,1,15,4,199,2.62,1.31
183,0,2,15,4,60,4.18,2.09
184,0,3,15,4,192,2.5,1.25
185,1,211,15,4,179,3.92,1.96
186,1,150,15,4,216,3.42,1.71
187,1,295,15,4,77,4.74,2.37
188,1,227,15,4,175,3.62,1.81
189,1,283,15,4,17,3.2,1.6
190,1,223,15,4,9,2.46,1.23
191,1,245,15,4,71,3.14,1.57
192,0,1,16,2,231,2.56,1.28
193,0,5,16,2,210,3.72,1.86
194,0,1,16,2,123,3.78,1.89
195,0,3,16,2,236,4.66,2.33
196,0,5,16,2,29,4.22,2.11
197,0,3,16,2,193,2.78,1.39
198,0,4,16,2,82,2.16,1.08
199,0,5,16,2,79,5.52,2.76
200,0,3,16,2,10,3.58,1.79
201,0,2,16,2,18,2.46,1.23
202,1,148,16,2,109,4.04,2.02
203,1,447,16,2,226,3.94,1.97
204,0,5,17,3,205,4.2,2.1
205,0,3,17,3,63,4.4,2.2
206,0,8,17,3,66,2.46,1.23
207,0,1,17,3,21,3.5,1.75
208,0,13,17,3,206,4.48,2.24
209,0,3,17,3,203,3.1,1.55
210,0,6,17,3,132,3.28,1.64
211,0,7,17,3,200,4.8,2.4
212,0,1,17,3,92,4.54,2.27
213,0,5,17,3,190,1.44,0.72
214,1,189,17,3,103,3.34,1.67
215,1,331,17,3,130,3.3,1.65
216,0,7,18,2,187,4.04,2.02
217,0,3,18,2,217,4.62,2.31
218,0,1,18,2,226,5.22,2.61
219,0,3,18,2,184,3.84,1.92
220,0,4,18,2,90,4.3,2.15
221,1,163,18,2,222,3.3,1.65
222,1,266,18,2,-3,4.88,2.44
223,1,219,18,2,119,2.88,1.44
224,1,236,18,2,-1,5.1,2.55
225,0,3,19,4,22,4.04,2.02
226,0,1,19,4,249,4.34,2.17
227,0,2,19,4,64,4.0,2.0
228,0,3,19,4,219,4.74,2.37
229,0,4,19,4,110,1.16,0.58
230,0,2,19,4,3,3.16,1.58
231,0,4,19,4,154,3.34,1.67
232,0,3,19,4,36,1.32,0.66
233,1,345,19,4,101,3.3,1.65
234,1,237,19,4,67,3.58,1.79
235,1,261,19,4,157,4.36,2.18
236,1,136,19,4,183,3.48,1.74
237,0,5,20,4,41,3.94,1.97
238,0,1,20,4,172,3.48,1.74
239,0,4,20,4,30,5.18,2.59
240,0,1,20,4,154,5.18,2.59
241,0,1,20,4,200,4.5,2.25
242,0,2,20,4,133,2.56,1.28
243,1,321,20,4,153,5.16,2.58
244,1,212,20,4,206,2.3,1.15
245,1,230,20,4,121,4.68,2.34
246,1,316,20,4,232,4.32,2.16
247,1,263,20,4,81,3.12,1.56
248,1,267,20,4,55,4.8,2.4
249,1,158,20,4,-35,4.58,2.29
250,0,3,21,4,50,2.78,1.39
251,0,2,21,4,200,4.08,2.04
252,0,2,21,4,112,3.06,1.53
253,0,1,21,4,161,2.86,1.43
254,0,12,21,4,135,3.56,1.78
255,0,2,21,4,171,3.92,1.96
256,0,2,21,4,128,2.46,1.23
257,0,3,21,4,161,4.5,2.25
258,0,3,21,4,124,3.98,1.99
259,0,1,21,4,93,3.18,1.59
260,0,3,21,4,218,2.7,1.35
261,0,6,21,4,225,4.0,2.0
262,0,5,21,4,9,4.54,2.27
263,0,1,21,4,9,3.56,1.78
264,0,5,21,4,205,3.32,1.66
265,1,389,21,4,232,4.88,2.44
266,1,274,21,4,-53,1.88,0.94
267,1,348,21,4,46,3.12,1.56
268,1,267,21,4,129,3.24,1.62
269,1,179,21,4,184,2.14,1.07
270,1,313,21,4,83,3.4,1.7
271,1,225,21,4,6,2.8,1.4
272,1,326,21,4,190,3.46,1.73
273,1,198,21,4,119,4.2,2.1
274,0,1,22,0,80,2.58,1.29
275,0,1,22,0,145,2.52,1.26
276,0,2,22,0,99,4.48,2.24
277,0,3,22,0,93,2.5,1.25
278,0,2,22,0,96,5.16,2.58
279,0,1,22,0,169,3.78,1.89
280,1,231,22,0,209,2.94,1.47
281,1,247,22,0,177,4.46,2.23
282,1,144,22,0,80,2.3,1.15
283,1,246,22,0,66,4.6,2.3
284,1,205,22,0,57,3.16,1.58
285,1,337,22,0,20,5.2,2.6
286,1,258,22,0,49,3.86,1.93
287,1,175,22,0,133,3.54,1.77
288,1,276,22,0,79,5.56,2.78
289,1,338,22,0,39,5.06,2.53
290,1,241,22,0,188,3.0,1.5
291,0,1,23,1,154,3.34,1.67
292,0,6,23,1,111,3.74,1.87
293,0,2,23,1,71,4.34,2.17
294,0,6,23,1,85,3.94,1.97
295,0,2,23,1,30,2.74,1.37
296,0,5,23,1,223,5.08,2.54
297,0,4,23,1,138,2.6,1.3
298,0,1,23,1,166,2.94,1.47
299,0,4,23,1,183,4.36,2.18
300,0,5,23,1,193,3.86,1.93
301,0,2,23,1,185,2.5,1.25
302,1,247,23,1,-39,5.32,2.66
303,1,209,23,1,131,4.3,2.15
304,1,162,23,1,27,2.84,1.42
305,1,288,23,1,197,3.66,1.83
306,1,224,23,1,52,4.1,2.05
307,1,174,23,1,-15,4.94,2.47
308,1,308,23,1,25,4.3,2.15
309,1,257,23,1,142,3.0,1.5
310,1,303,23,1,15,3.04,1.52
311,0,8,24,3,8,2.48,1.24
312,0,8,24,3,83,4.38,2.19
313,0,5,24,3,245,4.4,2.2
314,0,4,24,3,53,4.34,2.17
315,0,6,24,3,39,4.06,2.03
316,0,3,24,3,188,4.06,2.03
317,0,1,24,3,171,5.96,2.98
318,0,5,24,3,152,2.88,1.44
319,0,3,24,3,128,3.02,1.51
320,0,17,24,3,241,4.5,2.25
321,0,2,24,3,213,3.04,1.52
322,0,6,24,3,116,2.56,1.28
323,0,2,24,3,9,4.0,2.0
324,0,2,24,3,244,4.62,2.31
325,0,3,24,3,208,2.82,1.41
326,0,3,24,3,167,2.22,1.11
327,0,1,24,3,206,2.74,1.37
328,1,188,24,3,174,5.22,2.61
329,1,321,24,3,213,3.56,1.78
330,1,286,24,3,192,2.76,1.38
331,1,160,24,3,115,3.52,1.76
332,0,5,25,2,227,2.9,1.45
333,0,8,25,2,134,3.08,1.54
334,0,1,25,2,215,3.96,1.98
335,0,7,25,2,105,3.4,1.7
336,0,9,25,2,123,2.72,1.36
337,1,172,25,2,60,2.9,1.45
338,1,160,25,2,179,4.28,2.14
339,1,187,25,2,153,2.28,1.14
340,1,230,26,1,110,3.66,1.83
341,1,196,26,1,150,4.94,2.47
342,1,165,26,1,238,1.04,0.52
343,1,137,26,1,105,3.04,1.52
344,1,211,26,1,121,2.82,1.41
345,1,333,26,1,111,3.28,1.64
346,1,284,26,1,57,4.08,2.04
347,1,287,26,1,149,3.08,1.54
348,0,4,27,0,189,2.14,1.07
349,0,2,27,0,200,5.36,2.68
350,0,10,27,0,186,3.68,1.84
351,0,3,27,0,177,5.02,2.51
352,1,234,27,0,234,3.6,1.8
353,1,136,27,0,175,4.54,2.27
354,1,197,27,0,-25,3.34,1.67
355,1,157,27,0,47,2.44,1.22
356,1,391,27,0,205,2.94,1.47
357,1,243,27,0,204,2.62,1.31
358,1,207,27,0,125,3.72,1.86
359,1,235,27,0,149,2.74,1.37
360,1,186,27,0,230,2.24,1.12
361,1,200,27,0,69,1.74,0.87
362,0,2,28,0,155,6.04,3.02
363,0,1,28,0,-25,3.32,1.66
364,0,2,28,0,133,4.32,2.16
365,0,6,28,0,91,4.52,2.26
366,1,257,28,0,45,4.96,2.48
367,1,185,28,0,108,4.08,2.04
368,1,352,28,0,81,1.48,0.74
369,1,319,28,0,110,4.12,2.06
370,1,313,28,0,80,5.58,2.79
371,1,145,28,0,100,3.34,1.67
372,1,224,28,0,218,2.3,1.15
373,1,194,28,0,73,3.08,1.54
374,1,332,28,0,120,5.0,2.5
375,1,258,28,0,46,3.58,1.79
376,0,4,29,0,166,5.0,2.5
377,0,2,29,0,149,3.96,1.98
378,0,8,29,0,85,2.76,1.38
379,1,179,29,0,176,4.7,2.35
380,1,296,29,0,149,3.5,1.75
381,1,162,29,0,245,3.78,1.89
382,1,569,29,0,162,4.3,2.15
383,1,242,29,0,109,1.98,0.99
384,1,280,29,0,225,4.56,2.28
385,1,226,29,0,163,4.2,2.1
386,1,241,29,0,181,4.48,2.24
387,1,236,29,0,127,4.82,2.41
