request,product,quantity,client,cluster,duedate,refuse cost,delay cost
54,0,2,12,0,198,2.42,1.21
55,0,6,12,0,45,3.48,1.74
56,0,10,12,0,177,3.52,1.76
57,0,7,12,0,132,1.52,0.76
58,0,2,12,0,188,3.02,1.51
59,0,3,12,0,-43,3.46,1.73
60,0,4,12,0,165,3.44,1.72
61,0,2,12,0,127,3.92,1.96
62,0,7,13,6,64,4.0,2.0
63,0,3,13,6,164,3.5,1.75
64,0,3,13,6,55,1.78,0.89
65,0,6,13,6,34,2.74,1.37
66,0,2,13,6,206,4.44,2.22
67,0,1,13,6,177,3.7,1.85
68,0,2,13,6,9,1.86,0.93
69,0,3,13,6,41,5.36,2.68
70,0,1,13,6,146,4.8,2.4
71,0,2,13,6,11,2.26,1.13
72,0,3,13,6,239,3.82,1.91
73,0,2,13,6,-21,3.34,1.67
74,0,9,14,6,69,3.6,1.8
75,0,5,14,6,151,2.68,1.34
76,0,1,14,6,52,4.52,2.26
77,0,4,14,6,2,5.04,2.52
78,0,5,14,6,172,4.64,2.32
79,0,7,14,6,34,3.58,1.79
80,0,3,14,6,-25,4.36,2.18
81,0,3,14,6,184,5.14,2.57
82,0,3,15,6,86,2.48,1.24
83,0,2,15,6,128,3.24,1.62
84,0,4,15,6,47,5.3,2.65
85,0,1,15,6,-15,3.24,1.62
86,0,3,15,6,203,3.48,1.74
87,0,8,15,6,18,4.34,2.17
88,0,3,16,0,-5,2.24,1.12
89,0,6,16,0,173,2.8,1.4
90,0,4,16,0,-18,5.06,2.53
91,0,1,16,0,9,4.54,2.27
92,0,2,16,0,82,3.32,1.66
93,0,3,17,2,53,5.0,2.5
94,0,6,17,2,50,2.5,1.25
95,0,9,17,2,226,5.32,2.66
96,0,4,18,9,-29,4.7,2.35
97,0,1,18,9,-29,4.22,2.11
98,0,2,18,9,205,4.36,2.18
99,0,1,19,8,136,2.5,1.25
100,0,2,19,8,208,3.6,1.8
101,0,3,19,8,90,4.44,2.22
102,0,7,19,8,172,3.52,1.76
103,0,1,19,8,163,2.18,1.09
104,0,5,19,8,144,3.68,1.84
105,0,1,20,0,170,3.44,1.72
106,0,9,20,0,21,3.0,1.5
107,0,5,20,0,209,1.62,0.81
108,0,5,20,0,90,3.5,1.75
109,0,1,20,0,200,3.8,1.9
110,0,1,20,0,89,3.5,1.75
111,0,7,20,0,109,3.22,1.61
112,0,2,20,0,129,3.46,1.73
113,0,4,20,0,220,4.7,2.35
114,0,4,20,0,-27,2.68,1.34
115,0,3,21,5,225,3.26,1.63
116,0,8,21,5,-49,2.84,1.42
117,0,1,21,5,193,3.3,1.65
118,0,5,21,5,45,4.9,2.45
119,0,9,21,5,136,3.32,1.66
120,0,1,22,1,204,3.14,1.57
121,0,12,22,1,228,3.4,1.7
122,0,2,22,1,-1,3.78,1.89
123,0,2,22,1,23,3.4,1.7
124,0,2,22,1,208,4.36,2.18
125,0,3,23,10,52,4.22,2.11
126,0,2,23,10,-25,3.38,1.69
127,0,1,24,2,162,4.1,2.05
128,0,2,24,2,205,2.54,1.27
129,0,1,25,0,125,3.1,1.55
130,0,7,25,0,127,4.86,2.43
131,0,5,26,9,79,4.38,2.19
132,0,3,26,9,106,4.4,2.2
133,0,1,26,9,133,2.44,1.22
134,0,1,26,9,135,4.9,2.45
135,0,2,26,9,-43,5.06,2.53
136,0,4,27,0,58,3.46,1.73
137,0,1,28,4,172,3.54,1.77
138,0,2,28,4,125,4.22,2.11
139,0,3,28,4,133,4.84,2.42
140,0,2,29,8,159,1.78,0.89
141,0,1,29,8,60,3.88,1.94
142,0,1,29,8,51,4.06,2.03
143,0,3,29,8,-51,4.52,2.26
144,0,2,29,8,127,4.18,2.09
145,0,2,30,7,-24,1.28,0.64
146,0,2,30,7,-17,1.34,0.67
147,0,1,31,7,67,4.98,2.49
148,0,1,31,7,208,4.3,2.15
149,0,1,31,7,57,2.92,1.46
150,0,5,31,7,199,2.32,1.16
151,0,2,31,7,152,2.24,1.12
152,0,3,31,7,205,2.44,1.22
153,0,1,32,3,111,3.64,1.82
154,0,2,32,3,203,4.46,2.23
155,0,1,32,3,22,3.42,1.71
156,0,7,32,3,89,5.36,2.68
157,0,3,32,3,-20,4.5,2.25
158,0,2,32,3,102,2.26,1.13
159,0,2,32,3,40,1.36,0.68
160,0,6,33,9,219,4.72,2.36
161,0,2,33,9,-28,5.12,2.56
162,0,2,33,9,122,3.7,1.85
163,0,6,33,9,46,5.46,2.73
164,0,2,34,7,-36,4.66,2.33
165,0,3,34,7,17,2.56,1.28
166,0,1,34,7,68,3.3,1.65
167,0,1,35,10,49,4.8,2.4
168,0,4,35,10,-15,2.44,1.22
169,0,1,35,10,174,2.72,1.36
170,0,3,35,10,121,3.7,1.85
171,0,6,36,1,-57,3.48,1.74
172,0,4,36,1,100,3.72,1.86
173,0,6,36,1,110,5.42,2.71
174,0,6,36,1,33,3.38,1.69
175,0,3,36,1,123,2.8,1.4
176,0,3,36,1,92,4.14,2.07
177,0,3,37,4,98,3.8,1.9
178,0,3,37,4,113,3.84,1.92
179,0,6,37,4,240,4.42,2.21
180,0,13,37,4,226,3.5,1.75
181,0,3,38,3,234,3.3,1.65
182,0,5,38,3,244,3.7,1.85
183,0,7,38,3,232,4.14,2.07
184,0,1,38,3,199,3.28,1.64
185,0,4,38,3,228,3.76,1.88
186,0,6,38,3,166,1.8,0.9
187,0,2,38,3,82,2.22,1.11
188,0,13,39,3,96,4.24,2.12
189,0,2,39,3,246,3.72,1.86
190,0,3,39,3,114,4.54,2.27
191,0,3,39,3,128,4.08,2.04
192,0,4,39,3,110,3.12,1.56
193,0,1,39,3,72,3.64,1.82
194,0,1,39,3,35,4.76,2.38
195,0,6,39,3,210,3.44,1.72
196,0,2,40,9,14,3.24,1.62
197,0,3,40,9,-17,3.68,1.84
198,0,3,40,9,148,4.0,2.0
199,0,4,40,9,94,5.84,2.92
200,0,6,40,9,232,3.16,1.58
201,0,9,40,9,-4,3.22,1.61
202,0,5,40,9,59,2.34,1.17
203,0,2,41,8,202,3.38,1.69
204,0,1,41,8,101,3.38,1.69
205,0,4,41,8,161,3.68,1.84
206,0,2,41,8,101,4.96,2.48
207,0,2,42,5,-56,4.48,2.24
208,0,1,42,5,203,2.8,1.4
209,0,1,42,5,207,2.44,1.22
210,0,3,42,5,29,2.4,1.2
211,0,12,42,5,125,5.1,2.55
212,0,12,42,5,74,2.46,1.23
213,0,2,43,2,-22,4.48,2.24
214,0,4,43,2,157,4.38,2.19
215,0,6,43,2,228,4.46,2.23
216,0,2,43,2,156,4.2,2.1
217,0,4,43,2,221,3.06,1.53
218,0,8,43,2,-21,2.52,1.26
219,0,6,43,2,2,3.36,1.68
220,0,2,43,2,30,4.44,2.22
221,0,3,43,2,118,1.66,0.83
222,0,6,43,2,222,3.32,1.66
223,0,10,44,3,55,2.54,1.27
224,0,3,44,3,203,5.5,2.75
225,0,3,44,3,11,4.96,2.48
226,0,2,44,3,143,3.34,1.67
227,0,6,45,7,96,4.6,2.3
228,0,1,45,7,115,4.32,2.16
229,0,1,45,7,140,2.72,1.36
230,0,1,45,7,12,3.88,1.94
231,0,2,45,7,105,3.84,1.92
232,0,1,45,7,163,5.12,2.56
233,0,2,45,7,197,3.26,1.63
234,0,1,45,7,169,2.46,1.23
235,0,1,46,8,112,3.94,1.97
236,0,3,46,8,117,3.26,1.63
237,0,2,46,8,41,3.1,1.55
238,0,2,46,8,-58,3.6,1.8
239,0,4,47,6,78,2.64,1.32
240,0,3,47,6,212,2.58,1.29
241,0,2,47,6,237,3.48,1.74
242,0,2,47,6,245,2.98,1.49
243,0,4,47,6,196,3.52,1.76
244,0,3,47,6,173,3.12,1.56
245,0,2,47,6,212,4.6,2.3
246,0,6,48,1,83,2.8,1.4
247,0,3,48,1,107,2.82,1.41
248,0,1,48,1,186,3.4,1.7
249,0,14,48,1,163,4.5,2.25
250,0,10,49,5,185,1.56,0.78
251,0,2,49,5,148,3.28,1.64
252,0,4,49,5,155,3.26,1.63
253,0,5,49,5,-13,3.72,1.86
254,0,1,49,5,51,4.32,2.16
255,0,10,49,5,126,4.04,2.02
256,0,4,50,6,218,3.04,1.52
257,0,7,50,6,191,3.68,1.84
258,0,1,50,6,38,4.7,2.35
259,0,2,51,10,162,1.08,0.54
260,0,3,51,10,-36,2.28,1.14
261,0,4,51,10,-21,4.26,2.13
262,0,6,51,10,242,5.34,2.67
263,0,3,51,10,73,5.96,2.98
264,0,6,51,10,104,2.9,1.45
265,0,5,51,10,88,2.56,1.28
266,0,3,51,10,100,2.9,1.45
267,0,2,51,10,95,2.84,1.42
268,0,3,51,10,-38,3.12,1.56
269,0,5,51,10,140,2.6,1.3
270,0,3,51,10,91,4.48,2.24
271,0,2,52,9,-6,3.22,1.61
272,0,5,52,9,16,4.34,2.17
273,0,2,52,9,147,3.98,1.99
274,0,2,53,3,-32,2.02,1.01
275,0,12,53,3,219,3.64,1.82
276,0,2,53,3,93,4.82,2.41
277,0,1,53,3,183,3.52,1.76
278,0,1,53,3,43,4.5,2.25
279,0,8,53,3,105,4.82,2.41
280,0,2,54,3,-43,2.8,1.4
281,0,3,54,3,23,1.18,0.59
282,0,5,54,3,63,4.22,2.11
283,0,3,54,3,36,4.54,2.27
284,0,2,54,3,135,3.3,1.65
285,0,1,54,3,46,2.88,1.44
286,0,1,54,3,179,4.3,2.15
287,0,4,55,9,62,3.76,1.88
288,0,1,55,9,146,2.84,1.42
289,0,11,56,0,142,3.86,1.93
290,0,4,56,0,166,4.52,2.26
291,0,5,56,0,160,3.22,1.61
292,0,2,57,8,16,3.52,1.76
293,0,3,57,8,174,2.88,1.44
294,0,2,58,1,177,3.12,1.56
295,0,3,58,1,220,4.06,2.03
296,0,1,58,1,227,3.62,1.81
297,0,6,58,1,59,5.52,2.76
298,0,2,58,1,33,4.58,2.29
299,0,5,59,3,88,3.68,1.84
300,0,1,59,3,181,1.94,0.97
301,0,6,59,3,14,2.86,1.43
302,0,5,59,3,213,2.64,1.32
303,0,4,59,3,54,5.38,2.69
304,0,1,59,3,218,1.78,0.89
305,0,3,59,3,69,3.0,1.5
