request,product,quantity,client,cluster,duedate,refuse cost,delay cost
203,3,325,10,15,0,4.44,2.22
204,3,127,10,15,130,3.96,1.98
205,3,315,10,15,221,4.14,2.07
206,3,262,10,15,165,2.78,1.39
207,3,330,10,15,95,3.94,1.97
208,3,158,10,15,126,3.7,1.85
209,3,356,10,15,168,3.74,1.87
210,0,2,11,15,103,3.92,1.96
211,0,1,11,15,159,2.82,1.41
212,1,168,11,15,23,3.34,1.67
213,1,195,11,15,153,2.72,1.36
214,1,303,11,15,101,3.96,1.98
215,2,240,11,15,8,3.62,1.81
216,2,239,11,15,107,4.26,2.13
217,2,200,11,15,126,4.86,2.43
218,2,139,11,15,107,5.26,2.63
219,2,166,11,15,217,5.32,2.66
220,2,242,11,15,141,2.62,1.31
221,3,212,11,15,90,2.22,1.11
222,3,206,11,15,19,2.88,1.44
223,3,174,11,15,194,2.5,1.25
224,3,193,11,15,62,4.1,2.05
225,3,282,11,15,24,2.64,1.32
226,0,5,12,10,80,4.44,2.22
227,0,7,12,10,64,2.72,1.36
228,0,2,12,10,212,3.36,1.68
229,0,12,12,10,96,3.26,1.63
230,0,2,12,10,244,4.56,2.28
231,1,285,12,10,164,2.42,1.21
232,1,246,12,10,227,3.58,1.79
233,1,135,12,10,-68,3.58,1.79
234,1,206,12,10,146,3.84,1.92
235,1,240,12,10,138,3.9,1.95
236,1,340,12,10,72,3.66,1.83
237,2,141,12,10,214,2.5,1.25
238,2,258,12,10,198,3.72,1.86
239,2,256,12,10,-4,2.56,1.28
240,2,186,12,10,110,2.22,1.11
241,2,238,12,10,237,4.48,2.24
242,2,307,12,10,6,2.34,1.17
243,2,179,12,10,41,3.3,1.65
244,2,255,12,10,39,2.64,1.32
245,3,276,12,10,155,5.28,2.64
246,3,410,12,10,204,4.96,2.48
247,3,297,12,10,234,4.98,2.49
248,3,273,12,10,209,2.34,1.17
249,3,247,12,10,117,5.02,2.51
250,3,172,12,10,172,1.56,0.78
251,0,5,13,10,32,5.34,2.67
252,0,1,13,10,128,1.98,0.99
253,0,3,13,10,233,5.56,2.78
254,1,262,13,10,104,4.18,2.09
255,1,203,13,10,207,3.82,1.91
256,1,222,13,10,74,5.4,2.7
257,1,161,13,10,-42,3.5,1.75
258,1,161,13,10,125,4.4,2.2
259,1,149,13,10,172,4.24,2.12
260,1,232,13,10,121,4.34,2.17
261,1,214,13,10,202,3.58,1.79
262,1,277,13,10,-15,4.42,2.21
263,2,218,13,10,150,5.38,2.69
264,2,213,13,10,215,3.26,1.63
265,2,215,13,10,77,4.66,2.33
266,2,277,13,10,-48,2.56,1.28
267,3,264,13,10,124,4.42,2.21
268,3,207,13,10,61,4.72,2.36
269,3,223,13,10,-42,4.6,2.3
270,3,163,13,10,46,4.36,2.18
271,3,315,13,10,142,4.52,2.26
272,3,220,13,10,47,4.48,2.24
273,3,371,13,10,-36,4.08,2.04
274,0,2,14,5,-4,5.16,2.58
275,0,2,14,5,133,4.72,2.36
276,1,200,14,5,185,6.24,3.12
277,2,137,14,5,197,3.94,1.97
278,2,282,14,5,-32,2.88,1.44
279,2,198,14,5,93,2.04,1.02
280,3,219,14,5,167,5.74,2.87
281,3,184,14,5,205,2.7,1.35
282,0,3,15,5,198,4.48,2.24
283,0,3,15,5,187,5.28,2.64
284,0,3,15,5,18,4.34,2.17
285,0,2,15,5,44,3.46,1.73
286,1,220,15,5,1,2.16,1.08
287,1,324,15,5,66,3.72,1.86
288,1,248,15,5,28,4.14,2.07
289,1,401,15,5,111,3.48,1.74
290,1,150,15,5,210,3.88,1.94
291,1,275,15,5,237,2.02,1.01
292,2,188,15,5,197,5.08,2.54
293,2,278,15,5,110,3.18,1.59
294,2,119,15,5,99,3.96,1.98
295,2,142,15,5,37,2.86,1.43
296,2,192,15,5,198,3.5,1.75
297,2,160,15,5,-4,4.62,2.31
298,2,518,15,5,211,5.38,2.69
299,2,378,15,5,199,3.0,1.5
300,2,261,15,5,38,3.9,1.95
301,2,363,15,5,91,3.54,1.77
302,3,296,15,5,52,3.7,1.85
303,3,331,15,5,97,3.82,1.91
304,3,241,15,5,18,3.74,1.87
305,3,175,15,5,19,3.12,1.56
306,3,210,15,5,244,4.64,2.32
307,0,3,16,11,141,2.42,1.21
308,0,3,16,11,226,4.24,2.12
309,0,7,16,11,0,3.14,1.57
310,1,208,16,11,197,2.62,1.31
311,1,222,16,11,225,2.44,1.22
312,1,200,16,11,107,3.28,1.64
313,1,206,16,11,31,3.56,1.78
314,1,313,16,11,205,3.98,1.99
315,1,242,16,11,145,1.24,0.62
316,1,214,16,11,12,3.68,1.84
317,1,215,16,11,135,2.26,1.13
318,2,173,16,11,167,3.96,1.98
319,2,407,16,11,118,3.84,1.92
320,2,148,16,11,100,2.08,1.04
321,2,195,16,11,208,5.06,2.53
322,2,142,16,11,16,2.22,1.11
323,2,236,16,11,-37,4.1,2.05
324,2,233,16,11,86,5.06,2.53
325,2,136,16,11,75,3.18,1.59
326,2,269,16,11,176,4.98,2.49
327,2,275,16,11,38,3.44,1.72
328,2,122,16,11,-40,4.26,2.13
329,2,207,16,11,193,3.86,1.93
330,2,251,16,11,116,4.0,2.0
331,3,244,16,11,20,2.36,1.18
332,3,239,16,11,20,2.44,1.22
333,3,279,16,11,158,4.06,2.03
334,3,327,16,11,78,3.96,1.98
335,3,211,16,11,222,4.18,2.09
336,3,274,16,11,162,3.4,1.7
337,3,153,16,11,136,2.32,1.16
338,0,4,17,8,125,4.22,2.11
339,0,7,17,8,232,2.24,1.12
340,0,3,17,8,182,2.14,1.07
341,0,6,17,8,75,2.52,1.26
342,0,1,17,8,0,4.6,2.3
343,0,4,17,8,21,2.06,1.03
344,0,1,17,8,212,2.48,1.24
345,0,8,17,8,86,5.06,2.53
346,0,2,17,8,184,4.66,2.33
347,0,4,17,8,238,3.22,1.61
348,1,202,17,8,202,4.56,2.28
349,1,390,17,8,128,3.72,1.86
350,1,170,17,8,-30,4.28,2.14
351,1,260,17,8,136,4.14,2.07
352,1,217,17,8,175,4.04,2.02
353,1,167,17,8,136,3.94,1.97
354,2,265,17,8,122,2.14,1.07
355,2,253,17,8,139,3.08,1.54
356,2,194,17,8,72,3.72,1.86
357,2,198,17,8,85,4.18,2.09
358,2,227,17,8,194,4.8,2.4
359,3,296,17,8,138,4.52,2.26
360,3,298,17,8,121,2.98,1.49
361,3,231,17,8,72,2.38,1.19
362,3,227,17,8,27,3.52,1.76
363,3,237,17,8,180,6.06,3.03
364,3,159,17,8,165,5.8,2.9
365,3,219,17,8,91,3.14,1.57
366,3,189,17,8,-40,1.98,0.99
367,3,172,17,8,154,5.34,2.67
368,0,2,18,2,-35,2.64,1.32
369,0,2,18,2,171,3.44,1.72
370,0,6,18,2,229,4.14,2.07
371,0,6,18,2,85,5.44,2.72
372,0,1,18,2,-35,4.52,2.26
373,0,3,18,2,89,3.94,1.97
374,0,5,18,2,0,4.84,2.42
375,0,1,18,2,83,2.76,1.38
376,0,5,18,2,27,4.42,2.21
377,0,2,18,2,-15,1.46,0.73
378,1,180,18,2,214,4.18,2.09
379,1,222,18,2,45,4.1,2.05
380,1,226,18,2,55,4.0,2.0
381,1,228,18,2,-17,3.6,1.8
382,1,275,18,2,8,2.08,1.04
383,1,202,18,2,29,2.6,1.3
384,1,229,18,2,92,3.36,1.68
385,1,149,18,2,98,1.9,0.95
386,2,219,18,2,137,2.86,1.43
387,2,181,18,2,91,5.12,2.56
388,2,271,18,2,119,2.1,1.05
389,2,232,18,2,176,4.98,2.49
390,2,173,18,2,104,1.34,0.67
391,2,264,18,2,9,2.32,1.16
392,3,195,18,2,43,3.58,1.79
393,3,209,18,2,87,2.56,1.28
394,3,187,18,2,89,4.96,2.48
395,3,301,18,2,-6,2.98,1.49
396,3,194,18,2,149,2.6,1.3
397,0,3,19,4,91,3.62,1.81
398,0,7,19,4,102,2.58,1.29
399,0,2,19,4,153,4.02,2.01
400,0,6,19,4,142,3.18,1.59
401,0,7,19,4,221,1.7,0.85
402,0,4,19,4,1,4.44,2.22
403,0,1,19,4,128,4.26,2.13
404,1,189,19,4,239,3.94,1.97
405,1,353,19,4,203,4.58,2.29
406,1,175,19,4,125,2.02,1.01
407,1,160,19,4,75,3.6,1.8
408,1,284,19,4,184,4.52,2.26
409,1,190,19,4,50,3.9,1.95
410,2,348,19,4,17,4.86,2.43
411,2,262,19,4,170,3.84,1.92
412,2,555,19,4,94,2.9,1.45
413,2,140,19,4,218,3.76,1.88
414,2,179,19,4,18,3.96,1.98
415,2,272,19,4,213,4.06,2.03
416,2,243,19,4,70,3.16,1.58
417,2,236,19,4,-2,4.14,2.07
418,2,310,19,4,164,2.88,1.44
419,2,302,19,4,47,5.02,2.51
420,2,181,19,4,-30,3.78,1.89
421,3,230,19,4,112,2.2,1.1
422,3,346,19,4,52,3.68,1.84
423,3,212,19,4,59,2.2,1.1
424,3,151,19,4,176,3.52,1.76
425,3,276,19,4,169,3.06,1.53
426,0,5,20,9,206,3.08,1.54
427,0,2,20,9,67,3.88,1.94
428,0,2,20,9,96,3.7,1.85
429,0,11,20,9,114,3.62,1.81
430,0,2,20,9,104,3.38,1.69
431,1,154,20,9,120,4.94,2.47
432,1,231,20,9,186,2.54,1.27
433,1,266,20,9,-29,3.38,1.69
434,1,214,20,9,26,4.26,2.13
435,1,173,20,9,163,2.92,1.46
436,2,125,20,9,186,3.52,1.76
437,2,309,20,9,139,5.22,2.61
438,2,153,20,9,219,3.98,1.99
439,3,178,20,9,149,4.48,2.24
440,3,364,20,9,91,3.0,1.5
441,3,304,20,9,45,3.4,1.7
442,3,332,20,9,-26,2.06,1.03
443,3,239,20,9,177,3.38,1.69
444,0,2,21,0,42,3.04,1.52
445,0,3,21,0,222,2.76,1.38
446,0,10,21,0,197,6.06,3.03
447,0,3,21,0,222,1.42,0.71
448,1,245,21,0,112,3.8,1.9
449,1,203,21,0,170,2.88,1.44
450,1,275,21,0,-36,3.04,1.52
451,2,224,21,0,131,5.5,2.75
452,2,147,21,0,219,2.92,1.46
453,3,249,21,0,146,4.72,2.36
454,0,4,22,8,182,2.54,1.27
455,0,3,22,8,137,5.16,2.58
456,0,1,22,8,108,1.98,0.99
457,0,3,22,8,98,4.84,2.42
458,0,4,22,8,158,5.2,2.6
459,0,5,22,8,34,2.52,1.26
460,1,152,22,8,66,4.84,2.42
461,1,155,22,8,100,1.94,0.97
462,2,242,22,8,98,4.44,2.22
463,2,220,22,8,97,3.72,1.86
464,2,192,22,8,53,2.52,1.26
465,2,205,22,8,146,4.6,2.3
466,2,196,22,8,41,2.12,1.06
467,2,269,22,8,208,3.36,1.68
468,2,169,22,8,115,4.6,2.3
469,2,136,22,8,198,3.14,1.57
470,3,234,22,8,59,2.06,1.03
471,3,276,22,8,142,4.36,2.18
472,3,180,22,8,109,4.22,2.11
473,3,177,22,8,240,2.42,1.21
474,3,132,22,8,47,2.28,1.14
475,3,274,22,8,1,2.52,1.26
476,0,1,23,12,198,4.06,2.03
477,0,3,23,12,58,4.86,2.43
478,1,283,23,12,41,5.52,2.76
479,1,395,23,12,205,2.44,1.22
480,1,251,23,12,47,5.0,2.5
481,1,224,23,12,31,3.08,1.54
482,1,296,23,12,236,3.86,1.93
483,2,396,23,12,34,2.62,1.31
484,2,425,23,12,187,3.02,1.51
485,3,257,23,12,35,3.56,1.78
486,3,188,23,12,37,3.88,1.94
487,3,224,23,12,179,5.52,2.76
488,0,2,24,13,151,3.52,1.76
489,0,2,24,13,232,3.66,1.83
490,0,1,24,13,56,3.72,1.86
491,0,1,24,13,89,5.18,2.59
492,0,5,24,13,242,2.66,1.33
493,1,138,24,13,5,3.86,1.93
494,1,294,24,13,207,1.78,0.89
495,1,393,24,13,127,3.88,1.94
496,2,208,24,13,4,3.16,1.58
497,2,204,24,13,114,3.38,1.69
498,2,377,24,13,89,3.76,1.88
499,3,180,24,13,113,2.42,1.21
500,3,207,24,13,96,3.22,1.61
501,0,3,25,6,144,4.34,2.17
502,0,8,25,6,66,3.04,1.52
503,0,3,25,6,-12,4.6,2.3
504,0,2,25,6,150,3.36,1.68
505,0,2,25,6,96,3.82,1.91
506,0,3,25,6,170,3.9,1.95
507,1,211,25,6,148,4.74,2.37
508,1,175,25,6,134,5.4,2.7
509,1,330,25,6,153,5.06,2.53
510,1,205,25,6,55,3.58,1.79
511,1,244,25,6,112,2.56,1.28
512,1,190,25,6,156,1.92,0.96
513,1,275,25,6,103,3.72,1.86
514,1,203,25,6,46,3.32,1.66
515,1,203,25,6,110,4.12,2.06
516,1,220,25,6,240,6.62,3.31
517,1,235,25,6,121,2.98,1.49
518,1,231,25,6,98,4.3,2.15
519,1,316,25,6,117,2.42,1.21
520,2,278,25,6,53,3.1,1.55
521,2,225,25,6,222,5.18,2.59
522,2,255,25,6,70,5.52,2.76
523,2,348,25,6,145,1.38,0.69
524,2,204,25,6,197,2.7,1.35
525,2,276,25,6,91,3.54,1.77
526,2,387,25,6,27,1.62,0.81
527,2,286,25,6,35,2.14,1.07
528,2,410,25,6,38,5.08,2.54
529,3,430,25,6,-14,3.56,1.78
530,3,212,25,6,-30,3.52,1.76
531,3,253,25,6,205,3.78,1.89
532,3,191,25,6,225,3.84,1.92
533,0,3,26,13,140,4.2,2.1
534,0,2,26,13,47,2.52,1.26
535,0,2,26,13,199,3.06,1.53
536,0,3,26,13,58,3.12,1.56
537,1,131,26,13,144,3.58,1.79
538,1,224,26,13,106,2.62,1.31
539,1,329,26,13,171,3.52,1.76
540,1,458,26,13,85,4.74,2.37
541,1,200,26,13,201,3.68,1.84
542,1,166,26,13,152,2.98,1.49
543,1,140,26,13,164,3.46,1.73
544,1,361,26,13,199,3.46,1.73
545,1,192,26,13,79,2.56,1.28
546,1,180,26,13,45,4.1,2.05
547,1,166,26,13,178,3.6,1.8
548,1,372,26,13,25,3.6,1.8
549,2,198,26,13,160,2.48,1.24
550,2,197,26,13,129,3.64,1.82
551,2,162,26,13,204,2.96,1.48
552,2,263,26,13,118,1.58,0.79
553,2,173,26,13,133,2.08,1.04
554,2,286,26,13,115,2.68,1.34
555,2,145,26,13,162,5.22,2.61
556,2,323,26,13,-25,2.86,1.43
557,3,494,26,13,18,4.48,2.24
558,3,275,26,13,23,4.48,2.24
559,3,343,26,13,91,5.74,2.87
560,3,290,26,13,-55,4.4,2.2
561,3,280,26,13,213,3.8,1.9
562,3,281,26,13,111,3.08,1.54
563,3,201,26,13,-34,4.46,2.23
564,0,3,27,7,206,3.84,1.92
565,0,3,27,7,100,1.98,0.99
566,0,4,27,7,28,3.66,1.83
567,0,5,27,7,199,1.88,0.94
568,1,271,27,7,63,2.94,1.47
569,1,159,27,7,195,2.88,1.44
570,1,139,27,7,112,4.56,2.28
571,1,172,27,7,-20,3.24,1.62
572,1,168,27,7,148,4.62,2.31
573,1,479,27,7,213,3.34,1.67
574,2,180,27,7,-14,5.5,2.75
575,2,207,27,7,121,4.28,2.14
576,2,182,27,7,87,3.22,1.61
577,3,272,27,7,162,3.7,1.85
578,3,237,27,7,106,2.34,1.17
579,3,134,27,7,-46,5.66,2.83
580,3,165,27,7,143,3.82,1.91
581,3,205,27,7,185,4.56,2.28
582,3,188,27,7,161,4.58,2.29
583,3,276,27,7,214,3.42,1.71
584,0,1,28,0,135,3.76,1.88
585,0,6,28,0,217,3.64,1.82
586,0,3,28,0,228,3.92,1.96
587,0,2,28,0,214,2.94,1.47
588,0,2,28,0,184,1.6,0.8
589,0,1,28,0,195,3.98,1.99
590,1,201,28,0,164,3.66,1.83
591,1,239,28,0,25,2.06,1.03
592,1,341,28,0,176,4.4,2.2
593,1,187,28,0,205,3.46,1.73
594,1,148,28,0,241,4.08,2.04
595,2,146,28,0,177,4.78,2.39
596,2,227,28,0,25,1.2,0.6
597,3,196,28,0,164,5.32,2.66
598,3,154,28,0,118,2.34,1.17
599,3,244,28,0,137,4.64,2.32
600,3,254,28,0,200,4.58,2.29
601,3,201,28,0,-7,4.06,2.03
602,3,183,28,0,182,4.72,2.36
603,3,363,28,0,-1,3.34,1.67
604,0,4,29,7,118,4.02,2.01
605,1,233,29,7,240,2.32,1.16
606,1,389,29,7,103,3.28,1.64
607,1,309,29,7,147,3.26,1.63
608,1,303,29,7,97,2.12,1.06
609,1,201,29,7,130,3.92,1.96
610,1,296,29,7,180,4.06,2.03
611,1,434,29,7,187,2.02,1.01
612,2,240,29,7,182,2.94,1.47
613,2,322,29,7,152,3.24,1.62
614,2,123,29,7,145,3.04,1.52
615,3,150,29,7,219,5.28,2.64
616,3,185,29,7,196,2.08,1.04
617,3,299,29,7,186,4.56,2.28
618,0,4,30,15,121,4.06,2.03
619,0,6,30,15,217,5.48,2.74
620,2,233,30,15,33,3.16,1.58
621,2,234,30,15,196,4.64,2.32
622,2,192,30,15,41,3.44,1.72
623,2,161,30,15,31,2.84,1.42
624,3,197,30,15,78,0.9,0.45
625,3,207,30,15,76,3.26,1.63
626,3,284,30,15,132,3.68,1.84
627,3,200,30,15,29,4.46,2.23
628,3,474,30,15,69,3.64,1.82
629,3,444,30,15,99,4.44,2.22
630,3,201,30,15,230,3.58,1.79
631,3,164,30,15,188,4.66,2.33
632,3,115,30,15,103,3.7,1.85
633,3,258,30,15,217,3.2,1.6
634,3,336,30,15,122,4.3,2.15
635,3,390,30,15,57,3.16,1.58
636,3,300,30,15,-27,3.72,1.86
637,3,225,30,15,148,4.34,2.17
638,3,226,30,15,68,4.58,2.29
639,3,245,30,15,52,3.06,1.53
640,3,179,30,15,187,3.18,1.59
641,3,403,30,15,58,4.02,2.01
642,3,181,30,15,-23,3.04,1.52
643,3,357,30,15,130,3.34,1.67
644,0,9,31,1,206,3.6,1.8
645,0,1,31,1,42,1.54,0.77
646,0,4,31,1,158,3.38,1.69
647,1,324,31,1,90,2.08,1.04
648,1,223,31,1,167,3.62,1.81
649,1,167,31,1,151,4.04,2.02
650,2,272,31,1,98,4.48,2.24
651,2,262,31,1,145,3.46,1.73
652,2,255,31,1,190,3.34,1.67
653,2,314,31,1,120,3.44,1.72
654,2,243,31,1,210,5.62,2.81
655,2,182,31,1,183,2.8,1.4
656,2,336,31,1,221,3.76,1.88
657,2,215,31,1,186,2.08,1.04
658,2,256,31,1,155,3.5,1.75
659,2,159,31,1,219,3.8,1.9
660,3,320,31,1,230,4.6,2.3
661,3,235,31,1,247,2.8,1.4
662,3,176,31,1,192,3.58,1.79
663,0,2,32,4,-41,2.06,1.03
664,0,5,32,4,54,2.48,1.24
665,0,3,32,4,230,5.4,2.7
666,0,3,32,4,222,4.08,2.04
667,0,2,32,4,174,1.9,0.95
668,1,177,32,4,230,4.3,2.15
669,1,383,32,4,-9,2.98,1.49
670,1,243,32,4,111,2.88,1.44
671,1,260,32,4,51,3.68,1.84
672,1,244,32,4,139,3.98,1.99
673,2,253,32,4,210,3.48,1.74
674,2,192,32,4,225,3.02,1.51
675,2,258,32,4,140,4.38,2.19
676,2,185,32,4,148,3.88,1.94
677,2,238,32,4,197,2.96,1.48
678,2,152,32,4,227,4.64,2.32
679,3,263,32,4,191,5.06,2.53
680,3,313,32,4,121,2.1,1.05
681,3,279,32,4,139,3.64,1.82
682,3,181,32,4,-39,2.42,1.21
683,0,1,33,5,-52,4.36,2.18
684,0,3,33,5,128,4.2,2.1
685,0,2,33,5,206,3.66,1.83
686,0,2,33,5,37,4.08,2.04
687,0,5,33,5,67,4.24,2.12
688,0,10,33,5,130,3.32,1.66
689,0,5,33,5,0,3.12,1.56
690,0,3,33,5,235,2.18,1.09
691,0,4,33,5,75,3.74,1.87
692,0,2,33,5,91,4.56,2.28
