request,product,quantity,client,cluster,duedate,refuse cost,delay cost
69,0,1,13,2,-19,3.24,1.62
70,0,4,13,2,238,4.0,2.0
71,0,5,13,2,165,3.62,1.81
72,0,3,13,2,107,3.94,1.97
73,0,3,13,2,51,4.22,2.11
74,0,6,14,4,120,3.42,1.71
75,0,1,14,4,171,4.12,2.06
76,0,10,14,4,-61,3.76,1.88
77,0,2,14,4,239,2.14,1.07
78,0,7,14,4,84,3.84,1.92
79,0,3,14,4,77,3.02,1.51
80,0,12,14,4,98,3.16,1.58
81,0,9,14,4,-22,4.44,2.22
82,0,4,15,3,62,5.14,2.57
83,0,4,15,3,116,4.74,2.37
84,0,1,15,3,119,3.96,1.98
85,0,3,15,3,188,2.22,1.11
86,0,5,15,3,18,3.28,1.64
87,0,8,15,3,196,3.74,1.87
88,0,7,15,3,1,4.06,2.03
89,0,2,15,3,80,3.68,1.84
90,0,4,16,1,171,2.46,1.23
91,0,1,16,1,-6,2.86,1.43
92,0,2,16,1,108,3.14,1.57
93,0,1,16,1,-12,4.56,2.28
94,0,1,16,1,107,4.58,2.29
95,0,2,17,4,121,4.8,2.4
96,0,2,17,4,56,2.36,1.18
97,0,1,17,4,71,5.14,2.57
98,0,8,18,1,26,1.14,0.57
99,0,3,18,1,185,3.42,1.71
100,0,2,18,1,143,3.36,1.68
101,0,3,18,1,12,2.5,1.25
102,0,6,18,1,154,2.4,1.2
103,0,4,18,1,-19,4.44,2.22
104,0,4,18,1,177,3.9,1.95
105,0,4,19,1,84,2.48,1.24
106,0,6,19,1,95,3.86,1.93
107,0,1,19,1,235,1.84,0.92
108,0,4,19,1,-9,3.5,1.75
109,0,1,19,1,105,3.08,1.54
110,0,5,19,1,-19,4.92,2.46
111,0,3,19,1,202,2.36,1.18
112,0,8,19,1,14,4.32,2.16
113,0,1,20,0,225,2.36,1.18
114,0,2,20,0,182,4.22,2.11
115,0,10,20,0,175,3.62,1.81
116,0,3,20,0,186,2.9,1.45
117,0,1,20,0,12,3.4,1.7
118,0,4,20,0,98,3.7,1.85
119,0,2,20,0,68,4.02,2.01
120,0,2,20,0,36,2.82,1.41
121,0,5,22,3,237,1.58,0.79
122,0,4,22,3,181,2.42,1.21
123,0,6,22,3,104,3.18,1.59
124,0,3,22,3,110,5.84,2.92
125,0,3,22,3,68,4.84,2.42
126,0,2,22,3,205,4.32,2.16
127,0,4,22,3,185,4.24,2.12
128,0,4,22,3,124,4.46,2.23
129,0,2,23,3,172,4.48,2.24
130,0,1,23,3,124,4.18,2.09
131,0,6,23,3,27,2.82,1.41
132,0,4,23,3,68,3.06,1.53
133,0,2,23,3,123,3.84,1.92
134,0,1,24,2,78,4.8,2.4
135,0,2,24,2,210,3.2,1.6
136,0,2,24,2,33,2.68,1.34
137,0,2,24,2,38,4.28,2.14
138,0,5,24,2,128,3.24,1.62
139,0,6,25,3,173,3.08,1.54
140,0,2,25,3,162,3.48,1.74
141,0,3,25,3,205,5.46,2.73
142,0,1,25,3,86,2.08,1.04
143,0,5,25,3,85,3.32,1.66
144,0,2,25,3,176,4.4,2.2
145,0,6,25,3,95,2.2,1.1
146,0,3,25,3,199,4.5,2.25
147,0,4,25,3,108,1.94,0.97
148,0,1,25,3,62,2.72,1.36
149,0,7,25,3,191,4.52,2.26
150,0,3,25,3,115,3.44,1.72
151,0,4,25,3,60,3.48,1.74
152,0,3,26,0,204,3.72,1.86
153,0,5,26,0,131,4.04,2.02
154,0,1,26,0,72,3.82,1.91
155,0,5,26,0,128,2.18,1.09
156,0,3,26,0,44,1.72,0.86
157,0,8,26,0,128,2.8,1.4
158,0,3,26,0,198,2.86,1.43
159,0,4,26,0,63,4.06,2.03
160,0,4,26,0,86,3.02,1.51
161,0,4,27,1,56,4.94,2.47
162,0,3,27,1,72,3.88,1.94
163,0,3,27,1,99,4.62,2.31
164,0,11,28,2,131,4.86,2.43
165,0,2,28,2,64,4.98,2.49
166,0,6,28,2,99,2.12,1.06
167,0,3,28,2,194,4.62,2.31
168,0,8,29,4,27,3.76,1.88
169,0,2,29,4,163,3.3,1.65
170,0,1,29,4,176,2.8,1.4
171,0,6,29,4,169,6.28,3.14
