request,product,quantity,client,cluster,duedate,refuse cost,delay cost
80,1,372,6,2,54,4.78,2.39
81,1,214,6,2,190,4.86,2.43
82,1,347,6,2,204,0.94,0.47
83,0,17,7,17,117,4.64,2.32
84,0,5,7,17,139,4.12,2.06
85,0,6,7,17,-26,2.78,1.39
86,0,7,7,17,131,2.36,1.18
87,0,1,7,17,118,2.56,1.28
88,1,265,7,17,77,3.86,1.93
89,1,228,7,17,167,2.54,1.27
90,1,196,7,17,241,3.22,1.61
91,1,189,7,17,-21,4.12,2.06
92,1,255,7,17,173,1.86,0.93
93,1,262,7,17,144,4.08,2.04
94,1,216,7,17,163,5.26,2.63
95,1,166,7,17,187,3.8,1.9
96,1,291,7,17,180,4.08,2.04
97,0,3,8,18,140,3.42,1.71
98,0,1,8,18,-2,3.34,1.67
99,0,1,8,18,59,3.92,1.96
100,0,4,8,18,172,3.12,1.56
101,1,191,8,18,223,5.74,2.87
102,1,238,8,18,66,3.98,1.99
103,1,183,8,18,-23,3.22,1.61
104,1,200,8,18,44,3.08,1.54
105,1,329,8,18,202,3.7,1.85
106,0,4,9,7,172,1.94,0.97
107,0,8,9,7,244,3.34,1.67
108,0,4,9,7,110,1.86,0.93
109,0,1,9,7,50,2.94,1.47
110,0,8,9,7,244,4.34,2.17
111,0,3,9,7,142,2.22,1.11
112,1,171,9,7,115,4.48,2.24
113,1,145,9,7,205,4.24,2.12
114,1,219,9,7,182,3.72,1.86
115,1,298,9,7,56,3.76,1.88
116,0,3,10,0,204,3.1,1.55
117,0,2,10,0,0,2.42,1.21
118,0,4,10,0,1,3.24,1.62
119,1,164,10,0,75,3.0,1.5
120,1,191,10,0,150,2.26,1.13
121,0,3,11,10,213,4.52,2.26
122,0,2,11,10,210,4.74,2.37
123,0,3,11,10,185,3.52,1.76
124,0,1,11,10,-56,3.82,1.91
125,0,3,11,10,34,2.18,1.09
126,0,1,11,10,-12,3.76,1.88
127,0,1,11,10,44,3.44,1.72
128,0,2,11,10,137,3.58,1.79
129,0,2,11,10,201,2.76,1.38
130,0,4,11,10,144,4.38,2.19
131,0,2,11,10,14,3.6,1.8
132,0,4,11,10,6,3.8,1.9
133,0,1,11,10,140,2.06,1.03
134,0,4,11,10,149,2.5,1.25
135,0,1,11,10,28,0.84,0.42
136,0,2,11,10,161,2.26,1.13
137,0,4,11,10,38,4.18,2.09
138,0,2,11,10,158,2.94,1.47
139,0,4,11,10,-11,3.58,1.79
140,0,1,11,10,33,4.86,2.43
141,0,1,11,10,142,5.26,2.63
142,1,156,11,10,215,3.5,1.75
143,1,178,11,10,37,3.8,1.9
144,1,227,11,10,-30,4.58,2.29
145,1,220,11,10,-40,3.72,1.86
146,1,305,11,10,127,4.26,2.13
147,1,191,11,10,182,3.78,1.89
148,1,187,11,10,140,5.22,2.61
149,1,221,11,10,128,1.76,0.88
150,0,7,12,2,135,4.5,2.25
151,0,1,12,2,24,3.34,1.67
152,0,1,12,2,22,3.7,1.85
153,0,3,12,2,172,1.88,0.94
154,1,181,12,2,-8,4.38,2.19
155,1,175,12,2,-33,5.24,2.62
156,1,241,12,2,67,4.28,2.14
157,1,202,12,2,206,3.16,1.58
158,1,294,12,2,133,4.7,2.35
159,1,194,12,2,126,5.4,2.7
160,1,266,12,2,202,2.18,1.09
161,1,282,12,2,129,3.0,1.5
162,0,1,13,8,0,3.5,1.75
163,0,2,13,8,130,3.7,1.85
164,0,3,13,8,133,3.96,1.98
165,0,8,13,8,198,4.38,2.19
166,1,202,13,8,73,2.96,1.48
167,1,161,13,8,64,2.24,1.12
168,0,4,14,9,185,1.84,0.92
169,0,3,14,9,173,3.12,1.56
170,1,361,14,9,120,3.3,1.65
171,1,185,14,9,128,3.38,1.69
172,1,349,14,9,56,2.7,1.35
173,1,225,14,9,49,5.16,2.58
174,1,245,14,9,12,1.86,0.93
175,1,249,14,9,199,2.76,1.38
176,1,227,14,9,147,4.84,2.42
177,0,5,15,1,-25,2.26,1.13
178,0,4,15,1,173,2.32,1.16
179,0,3,15,1,149,1.6,0.8
180,0,3,15,1,93,4.04,2.02
181,0,5,15,1,237,4.14,2.07
182,0,3,15,1,8,3.96,1.98
183,1,246,15,1,-8,3.34,1.67
184,1,286,15,1,214,1.12,0.56
185,0,2,16,16,71,3.78,1.89
186,1,231,16,16,-5,3.64,1.82
187,1,333,16,16,86,2.34,1.17
188,1,203,16,16,237,4.2,2.1
189,1,244,16,16,129,4.3,2.15
190,1,386,16,16,200,3.38,1.69
191,1,233,16,16,147,2.5,1.25
192,1,410,16,16,43,4.84,2.42
193,1,300,16,16,250,4.68,2.34
194,1,178,16,16,2,3.5,1.75
195,1,346,16,16,127,4.36,2.18
196,1,231,16,16,-8,4.86,2.43
197,1,236,16,16,162,4.64,2.32
198,1,176,16,16,146,3.72,1.86
199,1,277,16,16,109,3.0,1.5
200,1,317,16,16,28,4.7,2.35
201,0,4,17,17,52,3.48,1.74
202,0,5,17,17,18,2.84,1.42
203,0,4,17,17,125,3.34,1.67
204,0,2,17,17,-72,5.12,2.56
205,0,13,17,17,36,2.62,1.31
206,1,246,17,17,111,3.42,1.71
207,1,246,17,17,63,3.66,1.83
208,0,2,18,13,239,4.16,2.08
209,0,3,18,13,114,3.54,1.77
210,0,5,18,13,138,4.24,2.12
211,0,8,18,13,107,3.46,1.73
212,0,2,18,13,-7,4.14,2.07
213,1,278,18,13,114,4.18,2.09
214,1,202,18,13,-22,3.9,1.95
215,1,218,18,13,65,4.8,2.4
216,1,285,18,13,158,4.62,2.31
217,1,179,18,13,131,2.0,1.0
218,1,289,18,13,52,4.32,2.16
219,1,305,18,13,215,3.8,1.9
220,1,322,18,13,-22,2.06,1.03
221,1,174,18,13,189,4.06,2.03
222,0,7,19,17,121,2.94,1.47
223,0,1,19,17,195,4.8,2.4
224,0,1,19,17,167,3.3,1.65
225,1,268,19,17,164,2.9,1.45
226,1,308,19,17,99,2.62,1.31
227,1,253,19,17,215,3.84,1.92
228,1,168,19,17,198,2.96,1.48
229,0,1,20,12,31,2.38,1.19
230,1,177,20,12,75,2.18,1.09
231,1,304,20,12,59,1.78,0.89
232,1,219,20,12,184,5.02,2.51
233,1,139,20,12,45,4.68,2.34
234,0,1,21,14,79,4.88,2.44
235,0,3,21,14,159,4.32,2.16
236,1,187,21,14,231,3.3,1.65
237,1,229,21,14,61,3.54,1.77
238,1,249,21,14,146,4.14,2.07
239,1,281,21,14,107,3.86,1.93
240,1,183,21,14,77,3.76,1.88
241,1,201,21,14,236,3.88,1.94
242,1,411,21,14,159,2.14,1.07
243,1,220,21,14,175,3.18,1.59
244,1,230,21,14,176,2.32,1.16
245,1,234,21,14,156,3.22,1.61
246,1,269,21,14,110,3.14,1.57
247,1,167,21,14,22,4.6,2.3
248,1,192,21,14,124,4.34,2.17
249,0,1,22,10,115,5.62,2.81
250,0,6,22,10,40,3.36,1.68
251,0,5,22,10,189,5.0,2.5
252,0,2,22,10,102,3.96,1.98
253,1,164,22,10,23,3.34,1.67
254,1,204,22,10,134,2.3,1.15
255,1,198,22,10,130,5.48,2.74
256,1,264,22,10,155,3.98,1.99
257,1,271,22,10,199,3.9,1.95
258,0,8,23,9,237,3.1,1.55
259,0,2,23,9,223,4.18,2.09
260,1,203,23,9,103,3.36,1.68
261,1,147,23,9,-49,4.64,2.32
262,1,196,23,9,195,4.24,2.12
263,1,217,23,9,101,3.68,1.84
264,1,152,23,9,-2,4.32,2.16
265,1,238,23,9,79,3.82,1.91
266,1,226,23,9,87,2.78,1.39
267,0,4,24,12,57,5.42,2.71
268,0,2,24,12,11,5.58,2.79
269,0,1,24,12,190,3.84,1.92
270,0,1,24,12,31,4.76,2.38
271,0,4,24,12,161,3.56,1.78
272,0,4,24,12,183,4.86,2.43
273,0,3,24,12,4,2.62,1.31
274,0,1,24,12,204,2.94,1.47
275,0,4,24,12,112,3.82,1.91
276,1,161,24,12,65,3.06,1.53
277,1,230,24,12,-6,3.76,1.88
278,1,265,24,12,153,3.6,1.8
279,1,169,24,12,225,2.82,1.41
280,1,209,24,12,163,3.52,1.76
281,0,1,25,15,76,4.0,2.0
282,0,8,25,15,179,3.62,1.81
283,0,1,25,15,39,3.76,1.88
284,0,1,25,15,69,3.94,1.97
285,0,1,25,15,48,5.8,2.9
286,0,2,25,15,209,4.12,2.06
287,0,4,25,15,118,5.02,2.51
288,1,226,25,15,212,4.56,2.28
289,1,201,25,15,215,2.2,1.1
290,1,344,25,15,124,4.86,2.43
291,1,154,25,15,63,2.94,1.47
292,1,230,25,15,188,3.54,1.77
293,1,227,25,15,217,5.3,2.65
294,0,4,26,3,74,2.88,1.44
295,0,1,26,3,171,3.98,1.99
296,0,2,26,3,109,3.18,1.59
297,1,232,26,3,43,3.36,1.68
298,1,178,26,3,74,4.64,2.32
299,1,275,26,3,-52,5.18,2.59
300,0,2,27,18,165,5.76,2.88
301,0,6,27,18,178,3.2,1.6
302,0,2,27,18,107,4.1,2.05
303,0,12,27,18,16,1.54,0.77
304,1,236,27,18,159,2.92,1.46
305,1,362,27,18,17,4.2,2.1
306,1,203,27,18,190,3.78,1.89
307,1,248,27,18,199,3.38,1.69
308,1,225,27,18,226,4.22,2.11
309,0,2,28,11,118,4.84,2.42
310,0,1,28,11,28,5.32,2.66
311,0,1,28,11,198,4.12,2.06
312,0,3,28,11,106,5.02,2.51
313,0,1,28,11,63,4.8,2.4
314,0,2,28,11,85,3.32,1.66
315,0,3,28,11,71,3.32,1.66
316,0,2,28,11,115,2.64,1.32
317,0,2,28,11,-29,2.26,1.13
318,0,2,28,11,225,3.46,1.73
319,0,1,28,11,144,3.34,1.67
320,1,247,28,11,226,3.42,1.71
321,1,148,28,11,58,3.66,1.83
322,1,344,28,11,205,3.36,1.68
323,1,288,28,11,40,4.78,2.39
324,1,260,28,11,84,2.02,1.01
325,1,271,28,11,42,3.56,1.78
326,1,288,28,11,62,1.94,0.97
327,1,216,28,11,40,3.38,1.69
328,0,2,29,1,-7,4.38,2.19
329,0,2,29,1,135,3.64,1.82
330,0,2,29,1,239,2.68,1.34
331,0,1,29,1,159,3.1,1.55
332,0,3,29,1,127,5.22,2.61
333,0,3,29,1,20,3.98,1.99
334,1,173,29,1,119,5.4,2.7
335,1,192,29,1,117,3.48,1.74
336,1,180,29,1,111,2.42,1.21
337,1,170,29,1,228,2.72,1.36
338,1,211,29,1,146,2.9,1.45
339,1,203,29,1,181,3.52,1.76
340,0,2,30,15,137,3.42,1.71
341,0,1,30,15,204,4.76,2.38
342,0,8,30,15,0,2.02,1.01
343,0,4,30,15,114,4.98,2.49
344,1,268,30,15,95,4.24,2.12
345,1,266,30,15,188,4.06,2.03
346,1,203,30,15,-2,3.64,1.82
347,1,301,30,15,214,5.18,2.59
348,1,179,30,15,177,4.64,2.32
349,1,172,30,15,122,3.84,1.92
350,0,5,31,5,199,2.74,1.37
351,0,5,31,5,112,4.5,2.25
352,0,5,31,5,0,3.68,1.84
353,0,7,31,5,126,1.58,0.79
354,0,2,31,5,98,4.24,2.12
355,0,4,31,5,209,3.06,1.53
356,1,165,31,5,7,3.7,1.85
357,1,180,31,5,127,3.44,1.72
358,0,3,32,3,169,4.36,2.18
359,0,1,32,3,144,4.72,2.36
360,0,1,32,3,61,4.04,2.02
361,0,6,32,3,-8,4.18,2.09
362,0,1,32,3,93,2.48,1.24
363,0,1,32,3,249,4.32,2.16
364,1,351,32,3,210,3.04,1.52
365,1,217,32,3,-81,4.46,2.23
366,1,321,32,3,191,2.7,1.35
367,1,179,32,3,81,3.76,1.88
368,1,350,32,3,200,4.54,2.27
369,0,3,33,9,-11,2.62,1.31
370,0,1,33,9,212,3.18,1.59
371,0,6,33,9,50,3.92,1.96
372,0,1,33,9,84,2.8,1.4
373,0,7,33,9,123,4.7,2.35
374,0,3,33,9,145,4.32,2.16
375,0,7,33,9,66,3.36,1.68
376,1,337,33,9,118,3.64,1.82
377,1,190,33,9,-17,4.4,2.2
378,1,325,33,9,76,2.16,1.08
379,1,382,33,9,214,4.26,2.13
380,1,242,33,9,8,2.42,1.21
381,0,1,34,12,183,3.88,1.94
382,0,1,34,12,226,4.14,2.07
383,0,2,34,12,200,1.98,0.99
384,0,4,34,12,222,3.82,1.91
385,1,256,34,12,159,4.2,2.1
386,1,121,34,12,192,4.04,2.02
387,1,204,34,12,129,3.56,1.78
388,1,342,34,12,181,4.54,2.27
389,1,286,34,12,208,4.06,2.03
390,1,135,34,12,183,3.98,1.99
391,1,190,34,12,11,4.26,2.13
392,1,398,34,12,154,3.48,1.74
393,0,3,35,8,126,2.44,1.22
394,1,259,35,8,82,3.22,1.61
395,1,167,35,8,92,4.12,2.06
396,0,1,36,0,155,3.58,1.79
397,0,4,36,0,199,4.46,2.23
398,0,2,36,0,7,2.2,1.1
399,0,1,36,0,94,3.86,1.93
400,0,7,36,0,-12,3.14,1.57
401,1,264,36,0,117,3.76,1.88
402,1,272,36,0,84,4.72,2.36
403,1,228,36,0,56,5.26,2.63
404,1,169,36,0,-4,5.78,2.89
405,0,7,37,14,132,3.02,1.51
406,0,2,37,14,191,5.08,2.54
407,0,1,37,14,111,4.12,2.06
408,0,9,37,14,95,1.6,0.8
409,0,2,37,14,54,3.22,1.61
410,0,4,37,14,131,2.76,1.38
411,1,324,37,14,3,3.98,1.99
412,1,348,37,14,156,3.8,1.9
413,1,244,37,14,52,5.32,2.66
414,1,207,38,13,225,3.2,1.6
415,1,258,38,13,175,5.06,2.53
416,0,5,39,1,-19,3.12,1.56
417,0,2,39,1,180,2.38,1.19
418,0,7,39,1,18,3.44,1.72
419,0,2,39,1,-1,1.52,0.76
420,1,139,39,1,107,2.42,1.21
421,1,223,39,1,99,4.06,2.03
422,1,278,39,1,146,2.02,1.01
423,1,374,39,1,148,3.78,1.89
424,1,228,39,1,35,1.94,0.97
425,1,259,39,1,16,4.78,2.39
426,1,136,39,1,245,3.52,1.76
427,1,131,39,1,80,4.22,2.11
428,1,246,39,1,7,1.22,0.61
429,1,364,39,1,131,2.96,1.48
430,0,5,40,0,118,5.34,2.67
431,0,2,40,0,105,4.18,2.09
432,0,2,40,0,55,2.42,1.21
433,1,168,40,0,191,4.06,2.03
434,1,200,40,0,-38,4.18,2.09
435,1,171,40,0,235,3.4,1.7
436,1,246,40,0,86,2.98,1.49
437,0,5,41,11,126,3.62,1.81
438,0,1,41,11,138,5.16,2.58
439,1,331,41,11,225,2.84,1.42
440,1,190,41,11,140,5.7,2.85
441,1,183,41,11,178,4.18,2.09
442,1,150,41,11,247,5.54,2.77
443,1,223,41,11,85,3.52,1.76
444,1,263,41,11,-49,4.62,2.31
445,1,247,41,11,170,1.82,0.91
446,0,12,42,12,-21,5.02,2.51
447,0,5,42,12,125,2.18,1.09
448,0,1,42,12,242,2.42,1.21
449,0,1,42,12,213,5.04,2.52
450,1,134,42,12,-2,4.14,2.07
451,1,244,42,12,129,4.82,2.41
452,1,241,42,12,187,2.8,1.4
453,1,143,42,12,135,3.86,1.93
454,1,209,42,12,171,2.0,1.0
455,1,141,42,12,58,5.66,2.83
456,0,1,43,2,25,4.14,2.07
457,0,8,43,2,16,3.52,1.76
458,0,17,43,2,235,3.2,1.6
459,0,1,43,2,240,3.98,1.99
460,0,1,43,2,204,1.26,0.63
461,0,3,43,2,114,3.02,1.51
462,0,5,43,2,68,3.54,1.77
463,0,5,43,2,110,3.42,1.71
464,1,190,43,2,128,4.8,2.4
465,1,237,43,2,152,4.62,2.31
466,0,5,44,4,127,3.86,1.93
467,1,212,44,4,39,3.68,1.84
468,1,339,44,4,40,4.0,2.0
469,1,304,44,4,-47,4.62,2.31
470,1,143,44,4,86,4.32,2.16
471,1,261,44,4,147,4.58,2.29
472,1,199,44,4,145,3.04,1.52
473,1,318,44,4,35,2.02,1.01
474,1,376,44,4,139,3.28,1.64
475,1,188,44,4,168,3.38,1.69
476,0,1,45,20,209,2.94,1.47
477,0,8,45,20,86,4.76,2.38
478,0,2,45,20,142,2.06,1.03
479,1,146,45,20,85,3.46,1.73
480,1,332,45,20,50,3.78,1.89
481,1,261,45,20,147,2.0,1.0
482,1,189,45,20,69,3.1,1.55
483,1,262,45,20,61,4.74,2.37
484,0,6,46,14,225,3.94,1.97
485,0,10,46,14,48,3.82,1.91
486,1,137,46,14,-18,3.34,1.67
487,1,367,46,14,133,4.06,2.03
488,1,315,46,14,173,3.26,1.63
489,1,237,46,14,165,3.06,1.53
490,0,2,47,11,192,3.76,1.88
491,0,4,47,11,172,4.98,2.49
492,0,8,47,11,112,4.3,2.15
493,0,2,47,11,87,0.84,0.42
494,0,5,47,11,118,5.04,2.52
495,0,2,47,11,98,4.46,2.23
496,0,13,47,11,75,4.76,2.38
497,0,1,47,11,184,3.12,1.56
498,0,1,47,11,146,5.24,2.62
499,1,289,47,11,92,4.0,2.0
500,1,143,47,11,-47,4.0,2.0
501,1,288,47,11,192,4.48,2.24
502,0,2,48,15,195,2.38,1.19
503,0,2,48,15,-28,3.32,1.66
504,0,4,48,15,93,2.72,1.36
505,0,7,48,15,154,4.38,2.19
506,0,3,48,15,142,2.5,1.25
507,0,2,48,15,-7,4.36,2.18
508,0,7,48,15,248,3.56,1.78
509,0,6,48,15,15,2.4,1.2
510,1,317,48,15,15,3.28,1.64
511,1,211,48,15,-47,3.52,1.76
512,1,260,48,15,87,2.26,1.13
513,1,219,48,15,8,4.56,2.28
514,1,160,48,15,132,3.98,1.99
515,0,2,49,6,163,4.54,2.27
516,0,3,49,6,157,3.38,1.69
517,0,2,49,6,198,2.74,1.37
518,0,3,49,6,143,4.04,2.02
519,0,2,49,6,186,4.0,2.0
520,0,3,49,6,238,2.9,1.45
521,0,8,49,6,10,2.58,1.29
522,1,188,49,6,116,1.12,0.56
523,1,212,49,6,240,3.58,1.79
524,1,173,49,6,42,2.36,1.18
525,1,239,49,6,217,3.88,1.94
526,1,227,49,6,98,2.66,1.33
527,1,166,49,6,84,3.98,1.99
528,1,234,49,6,211,4.14,2.07
529,1,295,49,6,-6,4.12,2.06
530,1,345,49,6,-19,3.78,1.89
531,1,300,49,6,55,3.54,1.77
532,1,151,49,6,229,4.9,2.45
533,1,284,49,6,115,3.64,1.82
534,1,257,49,6,71,2.34,1.17
535,1,213,49,6,34,3.76,1.88
536,1,146,49,6,139,5.0,2.5
537,1,176,49,6,130,2.4,1.2
538,1,358,49,6,41,2.92,1.46
539,1,317,49,6,89,3.48,1.74
540,1,369,49,6,81,3.18,1.59
541,1,145,49,6,85,3.08,1.54
542,1,210,49,6,192,2.66,1.33
543,1,250,49,6,225,5.66,2.83
544,1,409,49,6,113,4.0,2.0
545,0,2,50,3,98,4.28,2.14
546,0,4,50,3,72,4.92,2.46
547,0,2,50,3,-27,4.58,2.29
548,0,2,50,3,199,2.26,1.13
549,0,1,50,3,208,5.22,2.61
550,0,1,50,3,172,2.88,1.44
551,0,9,50,3,-18,4.66,2.33
552,1,213,50,3,178,2.64,1.32
553,1,169,50,3,216,3.84,1.92
554,1,254,50,3,-31,3.74,1.87
555,1,189,50,3,150,3.96,1.98
556,1,187,50,3,2,2.68,1.34
557,1,217,50,3,101,2.34,1.17
558,1,338,50,3,181,3.52,1.76
559,1,195,50,3,43,4.3,2.15
560,1,400,50,3,25,4.0,2.0
561,1,245,50,3,124,1.7,0.85
562,1,207,50,3,156,3.6,1.8
563,0,3,51,2,38,3.18,1.59
564,0,4,51,2,181,2.76,1.38
565,0,6,51,2,138,5.62,2.81
566,0,2,51,2,238,4.12,2.06
567,0,4,51,2,235,3.34,1.67
568,0,5,51,2,26,2.42,1.21
569,0,1,51,2,106,1.36,0.68
570,0,2,51,2,112,4.1,2.05
571,0,3,51,2,176,4.56,2.28
572,0,5,51,2,59,3.48,1.74
573,0,3,51,2,109,2.66,1.33
574,1,144,51,2,73,1.88,0.94
575,1,254,51,2,10,3.16,1.58
576,1,219,51,2,76,4.66,2.33
577,1,223,51,2,165,5.16,2.58
578,1,330,51,2,206,3.84,1.92
579,0,2,52,8,65,2.64,1.32
580,0,2,52,8,202,4.1,2.05
581,0,8,52,8,160,4.6,2.3
582,0,2,52,8,139,4.28,2.14
583,0,3,52,8,170,3.22,1.61
584,1,253,52,8,64,4.14,2.07
585,1,203,52,8,148,2.18,1.09
586,1,244,52,8,220,3.78,1.89
587,1,332,52,8,150,3.48,1.74
588,0,3,53,7,99,4.56,2.28
589,0,2,53,7,169,3.64,1.82
590,0,8,53,7,128,3.82,1.91
591,1,267,53,7,108,2.22,1.11
592,1,217,53,7,195,5.0,2.5
593,1,145,53,7,111,4.34,2.17
594,0,6,54,16,75,4.0,2.0
595,0,3,54,16,88,4.74,2.37
596,0,1,54,16,151,3.58,1.79
597,0,2,54,16,2,1.52,0.76
598,0,2,54,16,138,2.9,1.45
599,0,5,54,16,93,1.38,0.69
600,0,4,54,16,112,2.84,1.42
601,1,207,54,16,132,4.66,2.33
602,1,419,54,16,64,4.42,2.21
603,0,3,55,9,214,2.06,1.03
604,0,5,55,9,191,1.78,0.89
605,0,1,55,9,100,4.38,2.19
606,0,2,55,9,110,5.22,2.61
607,0,4,55,9,83,2.8,1.4
608,0,4,55,9,-32,2.84,1.42
609,0,2,55,9,35,2.24,1.12
610,0,5,55,9,18,2.14,1.07
611,0,3,55,9,139,5.0,2.5
612,0,7,55,9,105,3.8,1.9
613,0,5,55,9,180,4.18,2.09
614,1,364,55,9,0,4.26,2.13
615,1,272,55,9,69,3.92,1.96
616,1,190,55,9,131,3.2,1.6
617,1,177,55,9,36,3.88,1.94
618,1,225,55,9,157,3.56,1.78
619,1,204,55,9,9,4.64,2.32
620,1,252,55,9,242,5.66,2.83
621,1,198,55,9,191,5.66,2.83
622,1,177,55,9,196,4.38,2.19
623,1,230,55,9,189,2.48,1.24
624,1,204,55,9,180,4.62,2.31
625,0,3,56,1,181,2.7,1.35
626,0,7,56,1,26,5.4,2.7
627,0,1,56,1,113,2.32,1.16
628,0,3,56,1,87,4.22,2.11
629,1,304,56,1,151,4.02,2.01
630,1,385,56,1,241,3.98,1.99
631,1,184,56,1,141,2.04,1.02
632,1,286,56,1,71,2.18,1.09
633,1,150,56,1,133,4.24,2.12
634,1,223,56,1,204,3.66,1.83
635,0,2,57,16,182,4.38,2.19
636,0,5,57,16,47,2.94,1.47
637,0,1,57,16,234,2.48,1.24
638,0,8,57,16,164,4.46,2.23
639,0,3,57,16,104,2.82,1.41
640,1,264,57,16,131,4.74,2.37
641,1,150,57,16,44,2.0,1.0
642,1,170,57,16,80,2.9,1.45
643,1,178,57,16,111,5.46,2.73
644,1,251,57,16,120,3.54,1.77
645,1,269,57,16,138,3.5,1.75
646,0,2,58,20,192,2.38,1.19
647,0,4,58,20,167,3.34,1.67
648,0,2,58,20,206,2.82,1.41
649,1,175,58,20,55,4.26,2.13
650,1,194,58,20,127,5.1,2.55
651,1,255,58,20,181,4.24,2.12
652,1,188,58,20,-12,1.9,0.95
653,1,215,58,20,115,3.3,1.65
654,0,3,59,10,132,3.8,1.9
655,0,2,59,10,168,5.32,2.66
656,0,1,59,10,131,3.64,1.82
657,0,5,59,10,45,3.48,1.74
658,0,6,59,10,91,4.62,2.31
659,0,5,59,10,115,2.44,1.22
660,0,7,59,10,10,2.66,1.33
661,0,3,59,10,-55,0.5,0.25
662,0,5,59,10,57,4.84,2.42
663,1,426,59,10,99,2.4,1.2
664,1,242,59,10,153,2.98,1.49
665,1,232,59,10,82,3.14,1.57
666,1,149,59,10,147,4.08,2.04
667,1,251,59,10,122,3.9,1.95
668,1,257,59,10,235,3.54,1.77
669,1,169,59,10,93,3.8,1.9
670,0,2,60,19,152,3.08,1.54
671,0,8,60,19,140,2.08,1.04
672,0,2,60,19,72,4.06,2.03
673,0,1,60,19,107,4.38,2.19
674,0,5,60,19,186,3.38,1.69
675,0,2,60,19,158,4.4,2.2
676,0,7,60,19,172,4.5,2.25
677,1,179,60,19,162,1.86,0.93
678,1,244,60,19,163,4.3,2.15
679,1,232,60,19,197,3.78,1.89
680,1,186,60,19,-51,2.24,1.12
681,1,218,60,19,172,4.96,2.48
682,1,282,60,19,-34,6.44,3.22
683,0,6,61,20,116,2.04,1.02
684,0,5,61,20,177,3.74,1.87
685,0,7,61,20,136,4.24,2.12
686,1,278,61,20,-24,3.62,1.81
687,1,263,61,20,63,4.1,2.05
688,1,503,61,20,31,4.04,2.02
689,1,264,61,20,34,2.28,1.14
690,1,265,61,20,46,4.14,2.07
691,1,132,61,20,192,4.64,2.32
692,1,273,61,20,68,3.68,1.84
